7|, 2|7,0.16383624579538927
7|, 3|7,0.16802034621379933
7|, 6|7,0.1663795225203052
7|, 4|7,0.16613339896628107
7|, 1|7,0.17039954056936582
7|, 5|7,0.1652309459348593
 2|, 3| 2,0.16688631815297506
 2|, 6| 2,0.15927173329428418
 2|, 4| 2,0.17001025040269438
 2|, 1| 2,0.1661541465319471
 2|, 7| 2,0.16961975887147948
 2|, 5| 2,0.1680577927466198
1|, 2|1,0.1709921156373193
1|, 3|1,0.16581800262812088
1|, 6|1,0.1652431011826544
1|, 4|1,0.16590013140604468
1|, 7|1,0.17123850197109067
1|, 5|1,0.16080814717477004
 3|, 2| 3,0.16944157949020186
 3|, 6| 3,0.164039094347036
 3|, 4| 3,0.1651687048769707
 3|, 1| 3,0.16742792593684003
 3|, 7| 3,0.16379352684052847
 3|, 5| 3,0.17012916850842297
5|, 2|5,0.1700988467874794
5|, 3|5,0.15963756177924218
5|, 6|5,0.16927512355848434
5|, 4|5,0.17199341021416803
5|, 1|5,0.16383855024711697
5|, 7|5,0.16515650741350907
 6|, 2| 6,0.16785731881558852
 6|, 3| 6,0.16997585850125635
 6|, 4| 6,0.16475341183426123
 6|, 1| 6,0.16327536089077205
 6|, 7| 6,0.16706902497906095
 6|, 5| 6,0.16706902497906095
 4|, 2| 4,0.16967048077395275
 4|, 3| 4,0.1651524824436478
 4|, 6| 4,0.1675096989638069
 4|, 1| 4,0.16638019938123066
 4|, 7| 4,0.1648087217011246
 4|, 5| 4,0.16647841673623728
4|, 2|4,0.1624661357852393
4|, 3|4,0.16969050160085378
4|, 6|4,0.16574993842870042
4|, 1|4,0.16657088908956572
4|, 7|4,0.1705935473278056
4|, 5|4,0.16492898776783516
 5|, 2| 5,0.1673117436676302
 5|, 3| 5,0.1654500024496595
 5|, 6| 5,0.16623389348880505
 5|, 4| 5,0.1692224780755475
 5|, 1| 5,0.16422517270099457
 5|, 7| 5,0.1675567096173632
3|, 2|3,0.16652967285878678
3|, 6|3,0.16973532796317606
3|, 4|3,0.16315962518494165
3|, 1|3,0.16833799112280126
3|, 7|3,0.16537892487259576
3|, 5|3,0.1668584579976985
 1|, 2| 1,0.16423554835224202
 1|, 3| 1,0.1672805854329355
 1|, 6| 1,0.16507047787436765
 1|, 4| 1,0.1684593094641717
 1|, 7| 1,0.1708658710279456
 1|, 5| 1,0.1640882078483375
 7|, 2| 7,0.1696437334380214
 7|, 3| 7,0.1641966826970262
 7|, 6| 7,0.16684659927372658
 7|, 4| 7,0.16699381686132103
 7|, 1| 7,0.16576700363136715
 7|, 5| 7,0.16655216409853763
6|, 2|6,0.16852570320077595
6|, 3|6,0.1658583899127061
6|, 4|6,0.16698997736825089
6|, 1|6,0.1724054316197866
6|, 7|6,0.15834141610087293
6|, 5|6,0.1678790817976075
2|, 3|2,0.16681658353095102
2|, 6|2,0.16894267724262
2|, 4|2,0.16297326028293402
2|, 1|2,0.16526289966473137
2|, 7|2,0.16648949219069425
2|, 5|2,0.16951508708806934
 2|1, 6| 2,0.1961023142509135
 2|1, 5| 2,0.21071863580998781
 2|1, 4| 2,0.1930572472594397
 2|1, 3| 2,0.21254567600487212
 2|1, 7| 2,0.18757612667478685
 2| 3, 5| 2,0.1940382452193476
 2| 3, 7| 2,0.2092238470191226
 2| 3, 6| 2,0.19460067491563554
 2| 3, 1| 2,0.19291338582677164
 2| 3, 4| 2,0.2092238470191226
 2|5, 6| 2,0.18565400843881857
 2|5, 4| 2,0.19529837251356238
 2|5, 1| 2,0.19288728149487644
 2|5, 3| 2,0.19288728149487644
 2|5, 7| 2,0.2332730560578662
 2| 6, 1| 2,0.2120375483158476
 2| 6, 7| 2,0.2015461071231364
 2| 6, 5| 2,0.19271120927664273
 2| 6, 4| 2,0.20541137493097736
 2| 6, 3| 2,0.1882937603533959
 2|7, 1| 2,0.20074580484773152
 2|7, 5| 2,0.199502796768179
 2|7, 4| 2,0.18707271597265382
 2|7, 3| 2,0.20323182100683654
 2|7, 6| 2,0.20944686140459912
 2| 4, 1| 2,0.21262458471760798
 2| 4, 7| 2,0.20044296788482835
 2| 4, 5| 2,0.20985603543743078
 2| 4, 3| 2,0.19490586932447398
 2| 4, 6| 2,0.1821705426356589
 2|4, 7| 2,0.20928753180661577
 2|4, 1| 2,0.20038167938931298
 2|4, 3| 2,0.2010178117048346
 2|4, 6| 2,0.1921119592875318
 2|4, 5| 2,0.19720101781170485
 2| 5, 1| 2,0.18888888888888888
 2| 5, 6| 2,0.19833333333333333
 2| 5, 4| 2,0.21388888888888888
 2| 5, 7| 2,0.20333333333333334
 2| 5, 3| 2,0.19555555555555557
 2|3, 4| 2,0.1972361809045226
 2|3, 5| 2,0.20854271356783918
 2|3, 7| 2,0.21733668341708542
 2|3, 1| 2,0.19912060301507536
 2|3, 6| 2,0.1777638190954774
 2| 1, 3| 2,0.21635434412265758
 2| 1, 6| 2,0.19591141396933562
 2| 1, 4| 2,0.19875070982396364
 2| 1, 5| 2,0.20329358319136853
 2| 1, 7| 2,0.18568994889267462
 2| 7, 3| 2,0.20647321428571427
 2| 7, 4| 2,0.20926339285714285
 2| 7, 6| 2,0.18638392857142858
 2| 7, 1| 2,0.19977678571428573
 2| 7, 5| 2,0.19810267857142858
 2|6, 5| 2,0.209009009009009
 2|6, 4| 2,0.22402402402402402
 2|6, 3| 2,0.18678678678678678
 2|6, 1| 2,0.1921921921921922
 2|6, 7| 2,0.187987987987988
 3|6, 5| 3,0.20805772699939867
 3|6, 2| 3,0.20144317498496692
 3|6, 1| 3,0.2158749248346362
 3|6, 7| 3,0.179795550210463
 3|6, 4| 3,0.1948286229705352
 3| 2, 4| 3,0.21029572836801752
 3| 2, 5| 3,0.21358159912376778
 3| 2, 7| 3,0.1768893756845564
 3| 2, 6| 3,0.19989047097480833
 3| 2, 1| 3,0.19934282584884994
 3|5, 1| 3,0.18383311603650587
 3|5, 2| 3,0.20534550195567144
 3|5, 6| 3,0.196870925684485
 3|5, 7| 3,0.20599739243807041
 3|5, 4| 3,0.20795306388526727
 3| 6, 7| 3,0.1916985253959585
 3| 6, 4| 3,0.19825232113599126
 3| 6, 2| 3,0.20535226652102676
 3| 6, 5| 3,0.1993446204259967
 3| 6, 1| 3,0.20535226652102676
 3|4, 2| 3,0.21361648969394129
 3|4, 7| 3,0.19113054341036853
 3|4, 6| 3,0.21361648969394129
 3|4, 5| 3,0.18550905683947533
 3|4, 1| 3,0.19612742036227357
 3|2, 1| 3,0.2028100183262065
 3|2, 4| 3,0.19425778863775198
 3|2, 6| 3,0.19425778863775198
 3|2, 5| 3,0.20586438607208307
 3|2, 7| 3,0.2028100183262065
 3|7, 1| 3,0.21215880893300249
 3|7, 2| 3,0.21215880893300249
 3|7, 6| 3,0.18610421836228289
 3|7, 5| 3,0.19044665012406947
 3|7, 4| 3,0.19913151364764267
 3| 4, 5| 3,0.2053872053872054
 3| 4, 2| 3,0.2132435465768799
 3| 4, 7| 3,0.21156004489337824
 3| 4, 6| 3,0.186307519640853
 3| 4, 1| 3,0.1835016835016835
 3| 5, 4| 3,0.19293325855300056
 3| 5, 1| 3,0.2148065058889512
 3| 5, 7| 3,0.20302860347728546
 3| 5, 6| 3,0.19349411104879416
 3| 5, 2| 3,0.1957375210319686
 3| 1, 7| 3,0.19674887892376683
 3| 1, 6| 3,0.20347533632286996
 3| 1, 5| 3,0.2062780269058296
 3| 1, 4| 3,0.19955156950672645
 3| 1, 2| 3,0.19394618834080718
 3| 7, 5| 3,0.2012835472578763
 3| 7, 4| 3,0.18436406067677946
 3| 7, 6| 3,0.20945157526254377
 3| 7, 1| 3,0.19253208868144692
 3| 7, 2| 3,0.21236872812135357
 3|1, 2| 3,0.18883312421580928
 3|1, 6| 3,0.19698870765370138
 3|1, 5| 3,0.21518193224592222
 3|1, 4| 3,0.19949811794228356
 3|1, 7| 3,0.19949811794228356
 6|7, 5| 6,0.1811367895065584
 6|7, 4| 6,0.2161149281698938
 6|7, 3| 6,0.20174890693316677
 6|7, 2| 6,0.2098688319800125
 6|7, 1| 6,0.19113054341036853
 6| 4, 5| 6,0.20876585928489041
 6| 4, 1| 6,0.19434832756632064
 6| 4, 3| 6,0.2093425605536332
 6| 4, 2| 6,0.17993079584775087
 6| 4, 7| 6,0.20761245674740483
 6|4, 5| 6,0.20340050377833754
 6|4, 1| 6,0.18702770780856423
 6|4, 7| 6,0.21599496221662468
 6|4, 2| 6,0.20654911838790932
 6|4, 3| 6,0.18702770780856423
 6| 5, 7| 6,0.2088607594936709
 6| 5, 1| 6,0.2042577675489068
 6| 5, 3| 6,0.20598388952819333
 6| 5, 2| 6,0.1996547756041427
 6| 5, 4| 6,0.1812428078250863
 6|3, 5| 6,0.19877675840978593
 6|3, 7| 6,0.20733944954128442
 6|3, 2| 6,0.20305810397553517
 6|3, 1| 6,0.1871559633027523
 6|3, 4| 6,0.2036697247706422
 6| 1, 7| 6,0.2033898305084746
 6| 1, 5| 6,0.2099507927829415
 6| 1, 4| 6,0.18917441224712958
 6| 1, 2| 6,0.19901585565882995
 6| 1, 3| 6,0.1984691088026244
 6| 7, 5| 6,0.17974401780745689
 6| 7, 1| 6,0.19254312743461324
 6| 7, 3| 6,0.21535893155258765
 6| 7, 4| 6,0.19476905954368393
 6| 7, 2| 6,0.21758486366165833
 6|5, 1| 6,0.2040332147093713
 6|5, 7| 6,0.19572953736654805
 6|5, 3| 6,0.2129300118623962
 6|5, 4| 6,0.19395017793594305
 6|5, 2| 6,0.1933570581257414
 6|1, 3| 6,0.2038533250466128
 6|1, 5| 6,0.20758234928527036
 6|1, 7| 6,0.19018023617153512
 6|1, 4| 6,0.19701678060907396
 6|1, 2| 6,0.20136730888750776
 6| 3, 5| 6,0.20275703618609994
 6| 3, 2| 6,0.199310740953475
 6| 3, 7| 6,0.19471568064330844
 6| 3, 4| 6,0.2125215393452039
 6| 3, 1| 6,0.19069500287191268
 6| 2, 7| 6,0.17743830787309048
 6| 2, 5| 6,0.21151586368977673
 6| 2, 4| 6,0.19506462984723855
 6| 2, 3| 6,0.21386603995299647
 6| 2, 1| 6,0.20211515863689777
 6|2, 3| 6,0.18814905314599878
 6|2, 7| 6,0.20586438607208307
 6|2, 1| 6,0.2119731215638363
 6|2, 5| 6,0.20586438607208307
 6|2, 4| 6,0.18814905314599878
 4|2, 7| 4,0.19223424570337364
 4|2, 3| 4,0.19859961807765755
 4|2, 1| 4,0.2011457670273711
 4|2, 6| 4,0.21578612348822407
 4|2, 5| 4,0.19223424570337364
 4|7, 5| 4,0.1983729662077597
 4|7, 6| 4,0.18397997496871088
 4|7, 3| 4,0.19962453066332916
 4|7, 1| 4,0.21964956195244056
 4|7, 2| 4,0.1983729662077597
 4| 5, 2| 4,0.20433092726263188
 4| 5, 3| 4,0.1965574680732926
 4| 5, 1| 4,0.20044419766796223
 4| 5, 7| 4,0.2076624097723487
 4| 5, 6| 4,0.19100499722376457
 4|3, 6| 4,0.1967821782178218
 4|3, 7| 4,0.18688118811881188
 4|3, 5| 4,0.21472772277227722
 4|3, 1| 4,0.2079207920792079
 4|3, 2| 4,0.1936881188118812
 4| 1, 6| 4,0.19365798414496035
 4| 1, 2| 4,0.2055492638731597
 4| 1, 5| 4,0.1970554926387316
 4| 1, 3| 4,0.2072480181200453
 4| 1, 7| 4,0.19648924122310304
 4| 7, 6| 4,0.21576299608719957
 4| 7, 2| 4,0.20067076579094467
 4| 7, 3| 4,0.19843487982112912
 4| 7, 5| 4,0.19005030743432086
 4| 7, 1| 4,0.19508105086640581
 4|1, 3| 4,0.18691588785046728
 4|1, 5| 4,0.2205607476635514
 4|1, 7| 4,0.18317757009345795
 4|1, 6| 4,0.1956386292834891
 4|1, 2| 4,0.21370716510903426
 4|5, 1| 4,0.1897590361445783
 4|5, 6| 4,0.21144578313253012
 4|5, 3| 4,0.20542168674698796
 4|5, 2| 4,0.18674698795180722
 4|5, 7| 4,0.20662650602409638
 4|6, 7| 4,0.2147239263803681
 4|6, 1| 4,0.17730061349693252
 4|6, 2| 4,0.2147239263803681
 4|6, 3| 4,0.2067484662576687
 4|6, 5| 4,0.18650306748466258
 4| 2, 7| 4,0.1921590281612369
 4| 2, 6| 4,0.20209828823854223
 4| 2, 5| 4,0.20320265046935396
 4| 2, 1| 4,0.21148536720044175
 4| 2, 3| 4,0.19105466593042517
 4| 3, 7| 4,0.18796561604584527
 4| 3, 5| 4,0.2171919770773639
 4| 3, 6| 4,0.20458452722063036
 4| 3, 1| 4,0.18681948424068767
 4| 3, 2| 4,0.2034383954154728
 4| 6, 3| 4,0.1880293619424054
 4| 6, 5| 4,0.18690005646527386
 4| 6, 2| 4,0.21287408243929984
 4| 6, 1| 4,0.2044042913608131
 4| 6, 7| 4,0.2077922077922078
 1|6, 2| 1,0.19039250146455772
 1|6, 4| 1,0.19214997070884593
 1|6, 7| 1,0.2056239015817223
 1|6, 3| 1,0.2114821323960164
 1|6, 5| 1,0.20035149384885764
 1| 2, 5| 1,0.19427288040426727
 1| 2, 7| 1,0.20437956204379562
 1| 2, 6| 1,0.20550252667040989
 1| 2, 3| 1,0.2021336327905671
 1| 2, 4| 1,0.19371139809096014
 1|5, 7| 1,0.21545226130653267
 1|5, 2| 1,0.19472361809045227
 1|5, 3| 1,0.19472361809045227
 1|5, 4| 1,0.19472361809045227
 1|5, 6| 1,0.20037688442211055
 1| 3, 2| 1,0.20475638051044084
 1| 3, 4| 1,0.19779582366589327
 1| 3, 6| 1,0.1937354988399072
 1| 3, 7| 1,0.19953596287703015
 1| 3, 5| 1,0.20417633410672853
 1| 6, 5| 1,0.19219898247597514
 1| 6, 2| 1,0.2035048049745619
 1| 6, 3| 1,0.18654607122668174
 1| 6, 4| 1,0.21707179197286602
 1| 6, 7| 1,0.2006783493499152
 1|4, 7| 1,0.20024721878862795
 1|4, 2| 1,0.20828182941903584
 1|4, 5| 1,0.19097651421508036
 1|4, 6| 1,0.2088998763906057
 1|4, 3| 1,0.1915945611866502
 1|2, 6| 1,0.20982986767485823
 1|2, 7| 1,0.19344675488342786
 1|2, 5| 1,0.1890359168241966
 1|2, 3| 1,0.19722747321991177
 1|2, 4| 1,0.21045998739760555
 1|7, 3| 1,0.20071471113758188
 1|7, 5| 1,0.19952352590827874
 1|7, 6| 1,0.20190589636688505
 1|7, 2| 1,0.19297200714711138
 1|7, 4| 1,0.20488385944014295
 1| 4, 6| 1,0.18774592467678472
 1| 4, 7| 1,0.20629567172568858
 1| 4, 5| 1,0.20067453625632378
 1| 4, 3| 1,0.21135469364811693
 1| 4, 2| 1,0.19392917369308602
 1| 5, 4| 1,0.1952191235059761
 1| 5, 7| 1,0.2060330108138873
 1| 5, 3| 1,0.20318725099601595
 1| 5, 6| 1,0.19578827546955038
 1| 5, 2| 1,0.1997723392145703
 1|3, 6| 1,0.19313304721030042
 1|3, 2| 1,0.18700183936235437
 1|3, 4| 1,0.20294297976701411
 1|3, 5| 1,0.19497240956468423
 1|3, 7| 1,0.22194972409564684
 1| 7, 6| 1,0.19516407599309155
 1| 7, 2| 1,0.19228554979850315
 1| 7, 5| 1,0.19689119170984457
 1| 7, 4| 1,0.21301093839953944
 1| 7, 3| 1,0.2026482440990213
 7|5, 6| 7,0.2205419029615627
 7|5, 1| 7,0.19848771266540643
 7|5, 4| 7,0.20730938878386893
 7|5, 2| 7,0.18777567737870196
 7|5, 3| 7,0.18588531821045998
 7| 2, 1| 7,0.19392265193370165
 7| 2, 5| 7,0.19779005524861878
 7| 2, 6| 7,0.2110497237569061
 7| 2, 3| 7,0.19392265193370165
 7| 2, 4| 7,0.20331491712707184
 7| 6, 2| 7,0.2210288298473714
 7| 6, 3| 7,0.18937252685132844
 7| 6, 4| 7,0.19728660260033917
 7| 6, 5| 7,0.1933295647258338
 7| 6, 1| 7,0.1989824759751272
 7| 3, 4| 7,0.20093731693028705
 7| 3, 2| 7,0.19566490919742238
 7| 3, 5| 7,0.18980667838312829
 7| 3, 1| 7,0.21558289396602226
 7| 3, 6| 7,0.19800820152314
 7|2, 4| 7,0.1972002434570907
 7|2, 5| 7,0.19963481436396835
 7|2, 1| 7,0.18441874619598295
 7|2, 6| 7,0.19963481436396835
 7|2, 3| 7,0.21911138161898966
 7| 4, 2| 7,0.2006861063464837
 7| 4, 3| 7,0.20411663807890223
 7| 4, 6| 7,0.18810748999428245
 7| 4, 5| 7,0.2058319039451115
 7| 4, 1| 7,0.20125786163522014
 7|4, 6| 7,0.19300361881785283
 7|4, 5| 7,0.1942098914354644
 7|4, 3| 7,0.206875753920386
 7|4, 1| 7,0.19843184559710494
 7|4, 2| 7,0.2074788902291918
 7| 5, 6| 7,0.1860724233983287
 7| 5, 1| 7,0.20557103064066853
 7| 5, 3| 7,0.1905292479108635
 7| 5, 2| 7,0.2116991643454039
 7| 5, 4| 7,0.20612813370473537
 7|3, 2| 7,0.2042079207920792
 7|3, 1| 7,0.18873762376237624
 7|3, 5| 7,0.2141089108910891
 7|3, 6| 7,0.19554455445544555
 7|3, 4| 7,0.1974009900990099
 7| 1, 3| 7,0.19093851132686085
 7| 1, 6| 7,0.20604099244875945
 7| 1, 5| 7,0.19795037756202805
 7| 1, 4| 7,0.20496224379719524
 7| 1, 2| 7,0.2001078748651564
 7|6, 1| 7,0.21702404158544508
 7|6, 2| 7,0.2124756335282651
 7|6, 4| 7,0.1903833658219623
 7|6, 5| 7,0.18973359324236516
 7|6, 3| 7,0.1903833658219623
 7|1, 6| 7,0.19442761962447003
 7|1, 2| 7,0.20048455481526348
 7|1, 5| 7,0.2150211992731678
 7|1, 4| 7,0.19866747425802544
 7|1, 3| 7,0.1913991520290733
 5|4, 2| 5,0.19876543209876543
 5|4, 6| 5,0.2
 5|4, 7| 5,0.19135802469135801
 5|4, 1| 5,0.2080246913580247
 5|4, 3| 5,0.20185185185185187
 5|3, 4| 5,0.19648462021343377
 5|3, 2| 5,0.22661644695543
 5|3, 6| 5,0.20966729441305712
 5|3, 7| 5,0.18581293157564344
 5|3, 1| 5,0.18141870684243566
 5| 1, 3| 5,0.18566591422121898
 5| 1, 7| 5,0.20936794582392776
 5| 1, 4| 5,0.21501128668171557
 5| 1, 6| 5,0.1963882618510158
 5| 1, 2| 5,0.1935665914221219
 5| 7, 6| 5,0.20756880733944955
 5| 7, 3| 5,0.18577981651376146
 5| 7, 1| 5,0.19208715596330275
 5| 7, 4| 5,0.21330275229357798
 5| 7, 2| 5,0.20126146788990826
 5|1, 6| 5,0.19186785260482847
 5|1, 4| 5,0.210292249047014
 5|1, 7| 5,0.20838627700127066
 5|1, 2| 5,0.19504447268106734
 5|1, 3| 5,0.19440914866581957
 5|6, 2| 5,0.21362229102167182
 5|6, 3| 5,0.20123839009287925
 5|6, 1| 5,0.18823529411764706
 5|6, 7| 5,0.19256965944272444
 5|6, 4| 5,0.2043343653250774
 5| 3, 1| 5,0.20408163265306123
 5| 3, 6| 5,0.19360176503033646
 5| 3, 2| 5,0.16988416988416988
 5| 3, 7| 5,0.21952564809707667
 5| 3, 4| 5,0.21290678433535576
 5| 2, 4| 5,0.20308043354249858
 5| 2, 1| 5,0.1876782658300057
 5| 2, 3| 5,0.2116371933827724
 5| 2, 7| 5,0.19794637763833428
 5| 2, 6| 5,0.19965772960638906
 5| 6, 1| 5,0.18990120746432493
 5| 6, 4| 5,0.1959385290889133
 5| 6, 2| 5,0.2145993413830955
 5| 6, 7| 5,0.2030735455543359
 5| 6, 3| 5,0.1964873765093304
 5|2, 6| 5,0.1879154078549849
 5|2, 4| 5,0.19939577039274925
 5|2, 1| 5,0.20060422960725074
 5|2, 3| 5,0.21510574018126888
 5|2, 7| 5,0.19697885196374623
 5|7, 6| 5,0.19738480697384808
 5|7, 1| 5,0.2054794520547945
 5|7, 4| 5,0.1855541718555417
 5|7, 3| 5,0.21419676214196762
 5|7, 2| 5,0.19738480697384808
 5| 4, 1| 5,0.20607375271149675
 5| 4, 2| 5,0.20065075921908893
 5| 4, 3| 5,0.18275488069414317
 5| 4, 6| 5,0.21366594360086769
 5| 4, 7| 5,0.19685466377440347
